City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Oranjemund,NA,2021-11-08 01:31:45,-28.55,16.4333,58.91,81,66,9.26
295,Palmas Bellas,PA,2021-11-08 01:31:45,9.2319,-80.0867,81.34,87,100,6.53
296,Bathsheba,BB,2021-11-08 01:31:46,13.2167,-59.5167,81.21,78,40,14.97
297,Hovd,MN,2021-11-08 01:31:47,48.0056,91.6419,19.17,50,0,2.08
298,Severo-Kurilsk,RU,2021-11-08 01:30:20,50.6789,156.125,37.09,63,99,21.34
299,Bowen,AU,2021-11-08 01:31:47,-20.0167,148.2333,89.82,73,23,10.98
300,Lusambo,CD,2021-11-08 01:31:48,-4.9667,23.45,69.12,97,98,1.43
301,Dutlwe,BW,2021-11-08 01:31:48,-23.9833,23.9,79.23,36,100,17.81
302,Evensk,RU,2021-11-08 01:31:48,61.95,159.2333,25.0,95,100,5.12
303,Grand-Santi,GF,2021-11-08 01:31:49,4.25,-54.3833,73.38,99,95,1.88
304,Diveyevo,RU,2021-11-08 01:31:49,55.0433,43.2418,39.15,92,67,13.67
305,Bansi,IN,2021-11-08 01:31:49,27.1833,82.9333,66.83,69,55,3.65
306,Martinez,US,2021-11-08 01:27:16,38.0194,-122.1341,59.58,59,33,4.83
307,Yokadouma,CM,2021-11-08 01:31:50,3.5167,15.05,69.51,98,100,1.36
308,Anloga,GH,2021-11-08 01:31:50,5.7947,0.8973,77.22,81,69,9.6
309,Vardo,NO,2021-11-08 01:31:50,70.3705,31.1107,31.24,61,98,17.4
310,Lazaro Cardenas,MX,2021-11-08 01:31:51,17.9583,-102.2,78.42,85,30,2.64
311,Mitha Tiwana,PK,2021-11-08 01:31:51,32.2486,72.1108,66.88,23,0,0.72
312,Mecca,SA,2021-11-08 01:29:52,21.4267,39.8261,76.91,63,1,3.38
313,Waycross,US,2021-11-08 01:28:07,31.2136,-82.354,57.07,99,1,0.0
314,Harper,LR,2021-11-08 01:31:52,4.375,-7.7169,78.53,87,100,5.41
315,Ballina,AU,2021-11-08 01:31:53,-28.8667,153.5667,77.04,78,75,8.05
316,Lebu,CL,2021-11-08 01:32:53,-37.6167,-73.65,52.88,93,68,9.86
317,Muzhi,RU,2021-11-08 01:32:53,65.3667,64.6667,26.13,86,100,4.38
318,Guerrero Negro,MX,2021-11-08 01:32:21,27.9769,-114.0611,65.37,83,100,9.35
319,Hithadhoo,MV,2021-11-08 01:32:54,-0.6,73.0833,81.77,74,96,12.06
320,Mahanoro,MG,2021-11-08 01:32:54,-19.9,48.8,73.22,89,58,3.47
321,Matay,EG,2021-11-08 01:32:54,28.419,30.7792,67.46,57,0,7.65
322,Husavik,IS,2021-11-08 01:32:55,66.0449,-17.3389,33.71,96,100,9.31
323,Khani,GE,2021-11-08 01:32:55,41.9563,42.9566,40.57,80,26,4.85
324,Presidencia Roque Saenz Pena,AR,2021-11-08 01:32:13,-26.7852,-60.4388,70.12,71,96,3.78
325,Bhadrachalam,IN,2021-11-08 01:32:56,17.6667,80.8833,68.18,79,100,2.75
326,Rambouillet,FR,2021-11-08 01:32:57,48.5833,1.9167,42.6,91,100,4.85
327,Kailua,US,2021-11-08 01:32:57,21.4022,-157.7394,85.98,70,11,16.06
328,Aasiaat,GL,2021-11-08 01:32:58,68.7098,-52.8699,10.89,89,100,8.55
329,Plettenberg Bay,ZA,2021-11-08 01:32:59,-34.0527,23.3716,57.97,91,100,3.06
330,Belaya Gora,RU,2021-11-08 01:32:59,68.5333,146.4167,-6.03,96,100,1.57
331,Sawakin,SD,2021-11-08 01:33:00,19.1059,37.3321,80.83,72,11,5.48
332,Birjand,IR,2021-11-08 01:33:00,32.8663,59.2211,36.07,75,20,4.61
333,Maymyo,MM,2021-11-08 01:33:01,22.0333,96.4667,68.22,83,30,2.77
334,Traverse City,US,2021-11-08 01:33:02,44.7631,-85.6206,57.4,80,20,4.61
335,Indiana,US,2021-11-08 01:30:16,40.0003,-86.2503,52.97,72,1,3.0
336,Vicuna,CL,2021-11-08 01:33:03,-30.0319,-70.7081,47.93,45,0,0.76
337,Clyde River,CA,2021-11-08 01:33:03,70.4692,-68.5914,11.08,89,42,11.59
338,Shimorskoye,RU,2021-11-08 01:33:04,55.3244,42.0267,40.15,91,100,14.14
339,Faanui,PF,2021-11-08 01:33:04,-16.4833,-151.75,79.59,73,23,9.13
340,Veliko Gradiste,RS,2021-11-08 01:33:05,44.7567,21.5136,50.14,95,81,1.1
341,Dumas,US,2021-11-08 01:28:29,35.8656,-101.9732,71.02,19,1,12.66
342,Ermelo,ZA,2021-11-08 01:33:05,-26.5333,29.9833,59.14,86,100,14.65
343,Cururupu,BR,2021-11-08 01:33:06,-1.8283,-44.8683,74.7,93,89,2.35
344,Roald,NO,2021-11-08 01:33:06,62.5833,6.1333,39.0,81,100,9.22
345,Alofi,NU,2021-11-08 01:33:06,-19.0595,-169.9187,78.69,83,50,13.8
346,Leiyang,CN,2021-11-08 01:33:07,26.4024,112.8591,48.13,62,3,8.21
347,Ambon,ID,2021-11-08 01:33:07,-3.6954,128.1814,86.14,79,40,4.61
348,Prince Rupert,CA,2021-11-08 01:33:08,54.3161,-130.3201,40.69,84,100,10.36
349,Okhotsk,RU,2021-11-08 01:33:08,59.3833,143.3,9.39,71,58,24.09
350,Lavrentiya,RU,2021-11-08 01:33:09,65.5833,-171.0,10.0,81,6,6.89
351,Oussouye,SN,2021-11-08 01:33:09,12.485,-16.5469,78.98,75,26,6.6
352,Lebedinyy,RU,2021-11-08 01:33:10,58.5167,125.5167,13.06,77,96,15.05
353,Lisakovsk,KZ,2021-11-08 01:33:10,52.5369,62.4936,32.67,68,63,11.74
354,Vestmanna,FO,2021-11-08 01:33:10,62.1564,-7.1664,43.72,87,90,14.97
355,Pleasanton,US,2021-11-08 01:28:39,37.6624,-121.8747,59.0,54,1,5.75
356,Labuhan,ID,2021-11-08 01:33:11,-6.8844,112.2051,86.27,63,100,2.37
357,Namatanai,PG,2021-11-08 01:33:11,-3.6667,152.4333,86.5,61,76,12.55
358,Paraibano,BR,2021-11-08 01:33:12,-6.4331,-43.9836,71.01,90,88,1.03
359,Tarauaca,BR,2021-11-08 01:33:12,-8.1614,-70.7656,73.0,98,100,2.53
360,Tilichiki,RU,2021-11-08 01:33:13,60.4667,166.1,22.17,96,100,7.63
361,Virginia Beach,US,2021-11-08 01:31:27,36.8529,-75.978,54.01,67,75,18.41
362,Yar-Sale,RU,2021-11-08 01:33:13,66.8333,70.8333,20.19,90,100,9.84
363,Gushikawa,JP,2021-11-08 01:33:14,26.3544,127.8686,76.62,70,20,9.22
364,Benghazi,LY,2021-11-08 01:33:14,32.1167,20.0667,71.02,52,74,10.33
365,Atasu,KZ,2021-11-08 01:34:15,48.6814,71.6433,27.95,25,0,4.38
366,Marfino,RU,2021-11-08 01:34:15,55.7028,37.3822,44.94,82,20,13.42
367,Windhoek,NA,2021-11-08 01:31:14,-22.5594,17.0832,62.11,31,80,5.75
368,Gelibolu,TR,2021-11-08 01:34:16,40.4103,26.6708,51.66,90,34,8.3
369,Sunggal,ID,2021-11-08 01:31:26,3.5765,98.6151,78.78,88,75,5.99
370,Chabahar,IR,2021-11-08 01:34:17,25.2919,60.643,73.94,58,0,3.44
371,Bloemfontein,ZA,2021-11-08 01:34:17,-29.1211,26.214,62.08,82,100,9.22
372,Taywarah,AF,2021-11-08 01:34:18,33.35,64.4167,32.52,81,15,3.67
373,Teavaro,PF,2021-11-08 01:34:18,-17.5,-149.7667,80.08,74,75,13.8
374,Abnub,EG,2021-11-08 01:34:19,27.2696,31.1511,64.62,42,0,4.45
375,Salalah,OM,2021-11-08 01:34:20,17.0151,54.0924,75.29,69,0,3.44
376,Rundu,NA,2021-11-08 01:34:20,-17.9333,19.7667,73.06,60,100,6.73
377,Ancud,CL,2021-11-08 01:34:21,-41.8697,-73.8203,55.42,96,95,2.8
378,Yulara,AU,2021-11-08 01:34:21,-25.2406,130.9889,64.24,100,75,10.36
379,Kano,NG,2021-11-08 01:34:21,12.0001,8.5167,76.33,22,5,4.27
380,Hondo,JP,2021-11-08 01:34:22,32.45,130.2,67.95,73,100,14.92
381,Riohacha,CO,2021-11-08 01:34:22,11.5444,-72.9072,81.01,76,43,9.13
382,Zeya,RU,2021-11-08 01:34:23,53.75,127.2667,20.73,44,0,1.19
383,San Matias,BO,2021-11-08 01:34:23,-16.3667,-58.4,70.52,83,23,4.07
384,Lagoa,PT,2021-11-08 01:34:23,39.05,-27.9833,68.16,86,3,23.8
385,Vila Franca Do Campo,PT,2021-11-08 01:34:24,37.7167,-25.4333,70.2,74,34,11.68
386,Lata,PT,2021-11-08 01:34:24,40.1629,-8.3327,51.04,61,98,4.0
387,Wagar,SD,2021-11-08 01:34:25,16.1525,36.2032,79.65,57,51,6.8
388,Binzhou,CN,2021-11-08 01:34:25,37.3667,118.0167,26.85,80,5,13.22
389,Krasnoselkup,RU,2021-11-08 01:34:25,65.7,82.4667,32.77,95,100,21.23
390,Boyolangu,ID,2021-11-08 01:34:26,-8.1181,111.8935,80.55,78,100,3.11
391,Kidal,ML,2021-11-08 01:34:26,18.4411,1.4078,79.75,17,2,5.28
392,Matara,LK,2021-11-08 01:34:27,5.9485,80.5353,77.11,85,100,11.23
393,Nador,MA,2021-11-08 01:34:27,35.174,-2.9287,48.45,81,0,4.61
394,Tarko-Sale,RU,2021-11-08 01:34:28,64.9225,77.785,33.22,98,100,19.69
395,Khuzhir,RU,2021-11-08 01:34:28,53.1939,107.3397,34.61,67,100,10.36
396,Mithi,PK,2021-11-08 01:34:28,24.7318,69.7981,74.89,26,49,6.53
397,Walvis Bay,NA,2021-11-08 01:34:29,-22.9575,14.5053,56.08,82,2,2.3
398,Teeli,RU,2021-11-08 01:34:29,51.0333,90.2333,13.69,68,0,0.96
399,Kenmare,IE,2021-11-08 01:34:30,51.8833,-9.5833,54.34,99,100,5.3
400,Souillac,MU,2021-11-08 01:34:30,-20.5167,57.5167,75.58,83,40,5.75
401,Pangody,RU,2021-11-08 01:34:31,65.85,74.4859,24.06,96,100,10.83
402,Redmond,US,2021-11-08 01:33:22,47.674,-122.1215,45.55,88,99,1.01
403,Golynki,RU,2021-11-08 01:34:31,54.8696,31.3861,41.09,90,100,14.7
404,Nabire,ID,2021-11-08 01:34:32,-3.3667,135.4833,85.75,69,94,5.48
405,Adana,TR,2021-11-08 01:32:42,36.985,35.2881,55.92,87,0,1.14
406,Aksehir,TR,2021-11-08 01:34:32,38.3575,31.4164,52.36,62,70,4.23
407,Kaifeng,CN,2021-11-08 01:34:32,34.7911,114.3483,43.66,37,0,17.34
408,Mayo,US,2021-11-08 01:31:11,38.8876,-76.5119,51.12,76,1,0.0
409,Borogontsy,RU,2021-11-08 01:34:33,62.6683,131.1683,5.65,93,100,7.18
410,Sinnamary,GF,2021-11-08 01:34:33,5.3833,-52.95,79.34,85,100,10.87
411,Vakhrushev,RU,2021-11-08 01:34:34,48.9833,142.9667,36.46,49,100,4.09
412,Serowe,BW,2021-11-08 01:35:34,-22.3833,26.7167,75.43,49,86,5.59
413,Hofn,IS,2021-11-08 01:35:35,64.2539,-15.2082,39.02,94,100,14.12
414,Kemijarvi,FI,2021-11-08 01:35:35,66.7131,27.4306,18.48,91,20,2.19
415,Kenora,CA,2021-11-08 01:35:35,49.8167,-94.4337,50.97,62,75,5.75
416,Bambanglipuro,ID,2021-11-08 01:35:36,-7.95,110.2833,69.6,76,100,1.59
417,Ucluelet,CA,2021-11-08 01:30:56,48.9329,-125.5528,41.09,88,87,11.32
418,Havoysund,NO,2021-11-08 01:35:36,70.9963,24.6622,29.28,91,100,12.21
419,Kavieng,PG,2021-11-08 01:35:36,-2.5744,150.7967,84.79,70,9,16.8
420,Cairns,AU,2021-11-08 01:34:52,-16.9167,145.7667,96.94,67,75,5.75
421,Broome,US,2021-11-08 01:35:37,42.2506,-75.833,43.99,61,0,1.3
422,Kungalv,SE,2021-11-08 01:35:38,57.871,11.9805,42.12,90,97,7.0
423,Dingle,PH,2021-11-08 01:35:38,10.9995,122.6711,85.37,77,45,12.21
424,Ozernovskiy,RU,2021-11-08 01:35:38,51.5,156.5167,36.72,62,100,20.13
425,Mackenzie,CA,2021-11-08 01:34:44,55.2999,-123.1698,30.42,86,90,4.61
426,Makakilo City,US,2021-11-08 01:35:39,21.3469,-158.0858,84.52,59,1,10.36
427,Gilbues,BR,2021-11-08 01:35:39,-9.8317,-45.3439,72.45,88,100,2.08
428,Salta,AR,2021-11-08 01:32:42,-24.7859,-65.4117,64.99,66,40,1.99
429,Zambezi,ZM,2021-11-08 01:35:40,-13.5432,23.1047,68.7,47,1,5.5
430,Gannan,CN,2021-11-08 01:35:40,47.9147,123.5031,29.25,36,100,17.25
431,Malpe,IN,2021-11-08 01:35:41,13.35,74.7167,76.3,88,100,3.47
432,Jalu,LY,2021-11-08 01:34:57,29.0331,21.5482,65.44,55,0,5.48
433,Mogadishu,SO,2021-11-08 01:35:41,2.0371,45.3438,78.71,77,100,9.57
434,Callaway,US,2021-11-08 01:35:41,30.153,-85.5699,59.92,63,1,3.0
435,Valentin Gomez Farias,MX,2021-11-08 01:35:42,28.2167,-106.5833,64.38,35,6,6.89
436,Disna,BY,2021-11-08 01:35:42,55.568,28.1971,43.86,87,100,14.94
437,Ostrovnoy,RU,2021-11-08 01:35:42,68.0531,39.5131,23.97,87,99,12.86
438,Hasaki,JP,2021-11-08 01:35:43,35.7333,140.8333,66.29,51,39,17.02
439,Caldwell,US,2021-11-08 01:33:49,43.6629,-116.6874,47.16,56,1,5.75
440,Grants Pass,US,2021-11-08 01:34:41,42.439,-123.3284,47.59,84,75,0.0
441,Comendador,DO,2021-11-08 01:35:44,18.8775,-71.7028,75.13,77,97,0.87
442,Grand Gaube,MU,2021-11-08 01:35:44,-20.0064,57.6608,75.6,77,25,5.99
443,Natchitoches,US,2021-11-08 01:35:44,31.7668,-93.1335,51.37,93,1,0.0
444,Naron,ES,2021-11-08 01:35:45,43.5167,-8.1528,56.05,88,98,4.81
445,Tatawin,TN,2021-11-08 01:35:45,32.9297,10.4518,61.68,49,62,4.05
446,Sawang Daen Din,TH,2021-11-08 01:35:45,17.4753,103.4575,82.02,90,19,9.82
447,Capreol,CA,2021-11-08 01:35:46,46.706,-80.9225,46.87,93,40,6.91
448,Trincomalee,LK,2021-11-08 01:35:47,8.5711,81.2335,76.96,89,100,13.35
449,Sungaipenuh,ID,2021-11-08 01:35:47,-2.0833,101.3833,77.27,63,97,1.99
450,Sibolga,ID,2021-11-08 01:35:47,1.7427,98.7792,75.99,94,100,2.71
451,Verkh-Chebula,RU,2021-11-08 01:35:48,56.0308,87.6218,28.06,70,69,20.56
452,Buraydah,SA,2021-11-08 01:35:48,26.326,43.975,61.25,34,0,5.32
453,San Quintin,MX,2021-11-08 01:35:48,30.4833,-115.95,62.31,83,28,5.37
454,Krasnyye Baki,RU,2021-11-08 01:35:49,57.131,45.1599,36.9,95,100,10.27
455,San Agustin,MX,2021-11-08 01:35:49,20.5333,-103.4667,63.95,46,6,2.71
456,Filingue,NE,2021-11-08 01:35:50,14.3521,3.3168,81.81,14,14,4.03
457,Llanes,ES,2021-11-08 01:35:50,43.4198,-4.7549,53.87,84,100,10.27
458,Cordoba,AR,2021-11-08 01:35:51,-31.4135,-64.1811,65.25,77,0,5.75
459,Tucuma,BR,2021-11-08 01:35:51,-0.1833,-50.05,76.86,89,99,5.46
460,Aden,YE,2021-11-08 01:30:52,12.7794,45.0367,81.64,63,7,14.16
461,Tateyama,JP,2021-11-08 01:36:52,34.9833,139.8667,68.14,56,99,15.99
462,Bambous Virieux,MU,2021-11-08 01:36:52,-20.3428,57.7575,75.45,83,40,5.75
463,Camana,PE,2021-11-08 01:36:53,-16.6228,-72.7111,64.74,82,58,6.73
464,Dryden,CA,2021-11-08 01:36:53,49.7833,-92.7503,48.49,61,90,3.44
465,Cockburn Town,TC,2021-11-08 01:36:53,21.4612,-71.1419,82.36,69,40,3.44
466,Najran,SA,2021-11-08 01:36:54,17.4924,44.1277,59.65,28,0,1.03
467,Guanambi,BR,2021-11-08 01:36:54,-14.2233,-42.7814,73.44,80,98,4.32
468,Coihueco,CL,2021-11-08 01:33:46,-36.6167,-71.8333,63.34,52,43,10.36
469,Novoseleznevo,RU,2021-11-08 01:36:55,55.6821,69.2056,34.48,53,25,20.67
470,Ambulu,ID,2021-11-08 01:36:55,-8.345,113.6058,83.71,72,100,2.33
471,Necochea,AR,2021-11-08 01:32:39,-38.5473,-58.7368,55.04,89,66,11.61
472,Bandarbeyla,SO,2021-11-08 01:36:15,9.4942,50.8122,76.5,70,86,9.64
473,Corinto,GR,2021-11-08 01:36:56,37.9407,22.9573,62.69,81,100,2.01
474,Lewistown,US,2021-11-08 01:36:56,40.5992,-77.5714,46.76,75,1,0.0
475,Dar Es Salaam,TZ,2021-11-08 01:36:57,-6.8235,39.2695,75.13,88,20,0.0
476,Borovoy,RU,2021-11-08 01:36:57,55.4333,86.0833,27.68,68,0,13.42
477,Tadine,NC,2021-11-08 01:36:58,-21.55,167.8833,77.45,57,52,5.59
478,Cap Malheureux,MU,2021-11-08 01:36:58,-19.9842,57.6142,75.69,77,18,5.99
479,Nara,JP,2021-11-08 01:36:59,34.6851,135.8049,71.49,44,91,13.73
480,Colares,PT,2021-11-08 01:36:59,38.7992,-9.4469,57.33,59,30,5.01
481,Longhua,CN,2021-11-08 01:36:59,23.6137,114.1919,59.45,56,79,8.32
482,Zatoka,UA,2021-11-08 01:37:00,46.0725,30.4654,55.94,95,29,13.51
483,Leh,IN,2021-11-08 01:37:00,34.1667,77.5833,18.01,61,0,4.12
484,Zwedru,LR,2021-11-08 01:37:00,6.0667,-8.1281,71.69,99,29,2.33
485,Dahra,DZ,2021-11-08 01:37:01,36.2546,0.8519,45.79,62,83,3.69
486,Odweyne,SO,2021-11-08 01:37:02,9.4092,45.064,66.6,32,7,4.79
487,Tevaitoa,PF,2021-11-08 01:37:02,-16.7833,-151.5,78.71,76,19,9.91
488,Tongchuan,CN,2021-11-08 01:37:03,35.0806,109.0897,37.36,26,0,2.59
489,Sisimiut,GL,2021-11-08 01:37:03,66.9395,-53.6735,16.25,84,83,7.02
490,Byron Bay,AU,2021-11-08 01:34:04,-28.65,153.6167,76.96,87,100,5.41
491,Beidao,CN,2021-11-08 01:37:04,34.5686,105.8933,28.99,69,53,2.21
492,Itarema,BR,2021-11-08 01:37:04,-2.9248,-39.9167,79.11,80,66,7.61
493,Savelugu,GH,2021-11-08 01:37:05,9.6244,-0.8253,80.1,57,5,5.93
494,Kalmunai,LK,2021-11-08 01:37:05,7.4167,81.8167,76.78,86,100,3.69
495,San-Pedro,CI,2021-11-08 01:37:06,4.7485,-6.6363,77.18,91,80,4.32
496,Aliwal North,ZA,2021-11-08 01:37:06,-30.6937,26.7114,60.57,84,80,6.2
497,Qui Nhon,VN,2021-11-08 01:35:47,13.7667,109.2333,80.1,85,64,13.42
498,Verkhniy Landekh,RU,2021-11-08 01:37:07,56.8389,42.5994,41.13,94,100,12.01
499,Mount Darwin,ZW,2021-11-08 01:37:07,-16.7725,31.5838,69.44,30,41,2.93
500,Nayoro,JP,2021-11-08 01:37:08,44.3506,142.4578,49.42,74,98,2.28
501,Vao,NC,2021-11-08 01:37:08,-22.6667,167.4833,72.18,64,10,6.31
502,Lac Du Bonnet,CA,2021-11-08 01:37:09,50.2536,-96.0612,42.51,73,100,4.09
503,Rio Gallegos,AR,2021-11-08 01:37:09,-51.6226,-69.2181,48.25,49,20,14.97
504,Gaimersheim,DE,2021-11-08 01:37:09,48.807,11.368,44.38,90,40,5.75
505,Mehamn,NO,2021-11-08 01:37:10,71.0357,27.8492,27.25,81,100,2.93
506,Curup,ID,2021-11-08 01:37:10,-3.4667,102.5333,70.93,89,100,3.8
507,San Patricio,US,2021-11-08 01:37:11,28.017,-97.5169,70.83,71,0,7.67
508,Yavaros,MX,2021-11-08 01:37:11,26.7,-109.5167,78.53,48,17,5.46
509,Paamiut,GL,2021-11-08 01:37:12,61.994,-49.6678,18.01,66,0,6.62
510,Piney Green,US,2021-11-08 01:38:12,34.716,-77.3202,53.89,66,1,14.97
511,Kimbe,PG,2021-11-08 01:38:13,-5.5502,150.1429,89.6,59,39,4.43
512,Srednekolymsk,RU,2021-11-08 01:38:13,67.45,153.6833,4.33,95,100,6.71
513,Pehowa,IN,2021-11-08 01:38:13,29.9833,76.5833,64.56,42,0,3.22
514,Kralendijk,BQ,2021-11-08 01:35:22,12.15,-68.2667,80.58,83,30,13.8
515,Muroran,JP,2021-11-08 01:38:14,42.3172,140.9881,61.05,80,100,13.76
516,Auki,SB,2021-11-08 01:38:15,-8.7676,160.7034,87.87,58,27,2.66
517,Morki,RU,2021-11-08 01:38:15,56.4303,48.9947,35.56,86,100,8.39
518,Victor Harbor,AU,2021-11-08 01:38:16,-35.5667,138.6167,67.8,53,47,1.99
519,Imbituba,BR,2021-11-08 01:38:16,-28.24,-48.6703,68.83,73,81,2.51
520,Eureka,US,2021-11-08 01:38:16,40.8021,-124.1637,54.21,74,11,2.68
521,Pisco,PE,2021-11-08 01:38:16,-13.7,-76.2167,65.01,82,0,9.22
522,Tari,NG,2021-11-08 01:38:17,12.4086,4.4914,77.63,24,41,3.09
523,Senno,RU,2021-11-08 01:38:17,59.5336,33.9167,32.27,98,100,4.85
524,Poronaysk,RU,2021-11-08 01:38:18,49.2167,143.1167,35.37,47,100,4.68
525,Yamada,JP,2021-11-08 01:38:18,39.4667,141.95,57.09,86,100,8.19
526,Yeysk,RU,2021-11-08 01:38:18,46.6989,38.2792,49.19,68,100,6.91
527,Ryotsu,JP,2021-11-08 01:38:19,38.0833,138.4333,67.96,64,95,8.5
528,Ust-Tsilma,RU,2021-11-08 01:38:19,65.441,52.1498,21.99,95,58,3.49
529,Merauke,ID,2021-11-08 01:38:20,-8.4667,140.3333,86.05,66,70,6.85
530,Cartagena,CO,2021-11-08 01:38:20,10.3997,-75.5144,82.02,89,75,6.91
531,Manaure,CO,2021-11-08 01:38:20,11.7751,-72.4445,81.75,76,11,15.57
532,Shelburne,CA,2021-11-08 01:38:21,44.0787,-80.2041,48.31,85,97,7.36
533,Banjar,ID,2021-11-08 01:38:21,-8.19,114.9675,85.91,63,76,3.67
534,Gora,PL,2021-11-08 01:35:12,51.6664,16.5349,47.07,86,24,14.16
535,Kavaratti,IN,2021-11-08 01:38:22,10.5669,72.642,81.39,74,100,7.54
