City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Deep River,CA,46.1001,-77.4995,42.94,95,81,1.5,broken clouds
345,Fare,PF,-16.7,-151.0167,79.3,74,7,9.17,light rain
346,Nhulunbuy,AU,-12.2333,136.7667,92.01,55,40,13.8,scattered clouds
347,Teguldet,RU,57.3064,88.1667,30.97,70,100,15.1,overcast clouds
348,Tuktoyaktuk,CA,69.4541,-133.0374,21.2,79,90,8.05,overcast clouds
349,Altamira,BR,-3.2033,-52.2064,74.23,86,84,0.43,broken clouds
350,Amga,RU,60.8953,131.9608,16.36,90,100,6.38,overcast clouds
351,South Lake Tahoe,US,38.9332,-119.9844,36.52,76,1,3.44,clear sky
352,Mae Chan,TH,20.1467,99.8526,87.46,66,21,1.79,few clouds
353,Vidim,RU,56.4088,103.1106,33.78,84,100,13.09,light rain
354,Kidal,ML,18.4411,1.4078,77.97,19,1,4.34,clear sky
355,Kodiak,US,57.79,-152.4072,32.22,85,98,12.77,overcast clouds
356,Anchorage,US,61.2181,-149.9003,30.13,92,90,1.99,overcast clouds
357,Haines Junction,CA,60.7522,-137.5108,17.55,68,9,2.48,clear sky
358,Laiwu,CN,36.1928,117.6569,33.49,79,5,8.95,clear sky
359,Kamenka,RU,51.3223,42.7678,39.83,89,100,10.2,overcast clouds
360,Bongued,PH,7.1167,124.4,91.65,57,11,3.94,few clouds
361,Gwadar,PK,25.1216,62.3254,79.18,38,0,3.74,clear sky
362,Ishigaki,JP,24.3448,124.1572,69.93,88,75,18.41,broken clouds
363,Noumea,NC,-22.2763,166.4572,82.38,99,49,10.38,scattered clouds
364,Wittmund,DE,53.5667,7.7833,48.02,93,94,11.77,overcast clouds
365,Inirida,CO,3.8653,-67.9239,73.06,99,98,2.24,overcast clouds
366,Tabuk,PH,17.4189,121.4443,88.2,63,47,7.0,scattered clouds
367,Kahului,US,20.8947,-156.47,77.02,81,20,10.36,few clouds
368,Sinnamary,GF,5.3833,-52.95,78.37,87,100,10.27,overcast clouds
369,Alappuzha,IN,9.49,76.3264,80.11,79,100,2.95,overcast clouds
370,Lungi,SL,9.2212,-12.6831,72.68,95,56,1.25,broken clouds
371,Pringsewu,ID,-5.3582,104.9744,86.18,65,92,6.38,overcast clouds
372,Gorele,TR,41.0308,39.0031,54.84,60,99,4.61,overcast clouds
373,Kaitangata,NZ,-46.2817,169.8464,62.92,78,94,5.39,overcast clouds
374,Marzuq,YE,14.4,46.4667,71.69,26,1,2.04,clear sky
375,Havoysund,NO,70.9963,24.6622,32.23,73,100,22.57,light snow
376,Tondano,ID,1.3038,124.9112,79.97,67,100,3.58,overcast clouds
377,Betioky,MG,-23.7167,44.3833,85.46,37,47,6.6,scattered clouds
378,Hakkari,TR,37.5833,44.1667,31.78,86,0,0.0,clear sky
379,Yumen,CN,40.2833,97.2,29.75,25,15,12.93,few clouds
380,Fallon,US,39.4735,-118.7774,41.27,69,1,6.91,clear sky
381,Chimbote,PE,-9.0853,-78.5783,63.14,85,100,7.29,overcast clouds
382,Rivadavia,AR,-33.1905,-68.4608,64.87,46,0,7.96,clear sky
383,Fukue,JP,32.6881,128.8419,57.56,100,75,17.27,light intensity shower rain
384,Qandala,SO,11.472,49.8728,80.65,50,31,6.73,scattered clouds
385,Melfort,CA,52.8667,-104.6177,29.16,74,27,10.36,scattered clouds
386,Guipavas,FR,48.4352,-4.3972,50.05,100,90,2.3,mist
387,Smithers,CA,54.7804,-127.1743,28.72,93,90,5.75,overcast clouds
388,Adrar,MR,20.5022,-10.0711,67.57,26,89,7.87,overcast clouds
389,Cartagena,CO,10.3997,-75.5144,82.02,89,0,4.61,clear sky
390,Evanston,US,42.0411,-87.6901,55.94,66,40,1.99,scattered clouds
391,Arroyo,ES,41.6096,-4.7969,45.14,91,90,1.14,overcast clouds
392,San Jeronimo,PE,-11.9472,-75.2829,50.41,82,100,3.44,overcast clouds
393,Pokosnoye,RU,55.5258,101.0536,38.79,61,100,14.47,overcast clouds
394,Doka,SD,13.5167,35.7667,79.95,46,6,2.01,clear sky
395,Olafsvik,IS,64.8945,-23.7142,37.96,95,100,25.39,moderate rain
396,Hervey Bay,AU,-25.2986,152.8535,78.91,84,93,20.0,moderate rain
397,Athabasca,CA,54.7169,-113.2854,28.22,59,61,4.5,broken clouds
398,Bahia Blanca,AR,-38.7196,-62.2724,59.16,53,10,8.79,clear sky
399,Lata,PT,40.1629,-8.3327,53.82,67,99,4.23,overcast clouds
400,Tevriz,RU,57.509,72.4042,33.57,91,100,13.96,light rain
401,Ashland,US,40.8167,-82.2665,48.07,82,7,4.59,clear sky
402,Kabinda,CD,-6.1333,24.4833,68.13,89,56,1.86,broken clouds
403,Dodge City,US,37.7528,-100.0171,62.64,71,1,10.36,clear sky
404,Mamallapuram,IN,12.6264,80.1722,78.85,78,100,17.54,heavy intensity rain
405,Faya,SA,18.3851,42.4509,61.32,39,0,2.82,clear sky
406,Novyy Urengoy,RU,66.0833,76.6333,22.5,94,100,10.78,overcast clouds
407,Taunggyi,MM,20.7833,97.0333,76.96,60,34,1.7,scattered clouds
408,Northam,GB,51.0333,-4.2167,51.57,92,61,4.56,broken clouds
409,Baherden,TM,38.4362,57.4316,50.0,36,1,4.56,clear sky
410,Nuevitas,CU,21.5453,-77.2644,71.04,73,100,6.76,overcast clouds
411,Rio Gallegos,AR,-51.6226,-69.2181,41.05,60,0,12.66,clear sky
412,Southbridge,US,42.0751,-72.0334,42.91,78,100,4.9,overcast clouds
413,Abu Zabad,SD,12.35,29.25,76.06,28,1,6.76,clear sky
414,Ngunguru,NZ,-35.6167,174.5,71.17,80,21,5.48,few clouds
415,Juneau,US,58.3019,-134.4197,33.1,92,20,0.0,few clouds
416,Coahuayana,MX,18.7333,-103.6833,75.58,89,100,3.65,overcast clouds
417,Chipinge,ZW,-20.1883,32.6236,79.14,28,0,3.11,clear sky
418,Zhigansk,RU,66.7697,123.3711,7.32,94,100,26.24,light snow
419,Causapscal,CA,48.3542,-67.227,41.95,88,83,2.26,broken clouds
420,Bud,US,39.447,-86.1758,48.22,87,40,6.89,scattered clouds
421,Jumla,NP,29.2747,82.1838,61.7,18,0,4.54,clear sky
422,Lingao,CN,19.9103,109.6859,67.44,82,100,11.68,light rain
423,Necochea,AR,-38.5473,-58.7368,53.04,89,47,11.5,scattered clouds
424,Waipawa,NZ,-41.4122,175.5153,65.03,75,23,7.02,few clouds
425,Imbituba,BR,-28.24,-48.6703,67.82,75,92,1.97,overcast clouds
426,Chapleau,CA,47.8405,-83.4034,44.17,81,97,6.89,overcast clouds
427,Cururupu,BR,-1.8283,-44.8683,75.24,90,96,3.65,overcast clouds
428,Kota Bahru,MY,6.1333,102.2386,87.8,79,20,8.05,few clouds
429,Hoima,UG,1.4356,31.3436,65.95,91,42,1.1,scattered clouds
430,Broome,US,42.2506,-75.833,43.68,66,1,0.0,clear sky
431,Pierre,US,44.3683,-100.351,51.06,73,20,1.99,few clouds
432,Makakilo City,US,21.3469,-158.0858,77.32,71,1,4.61,clear sky
433,Novokayakent,RU,42.3937,47.9861,51.85,64,7,2.57,clear sky
434,Sao Joaquim,BR,-28.2939,-49.9317,54.43,99,100,1.36,overcast clouds
435,Moussoro,TD,13.6408,16.4901,77.63,17,91,10.74,overcast clouds
436,Phalombe,MW,-15.8064,35.6507,80.2,37,2,6.42,clear sky
437,Port Hardy,CA,50.6996,-127.4199,41.0,100,75,4.61,light rain
438,Ust-Tsilma,RU,65.441,52.1498,20.91,94,40,3.27,scattered clouds
439,Pizarro,CO,4.9533,-77.366,75.06,92,100,2.19,light rain
440,Itarema,BR,-2.9248,-39.9167,77.63,85,86,6.78,overcast clouds
441,Morgan City,US,29.6994,-91.2068,49.03,100,1,0.0,mist
442,San Cristobal,VE,7.7669,-72.225,69.98,88,99,1.59,overcast clouds
443,Amalapuram,IN,16.5833,82.0167,82.78,56,78,9.04,broken clouds
444,Rocha,UY,-34.4833,-54.3333,49.23,92,0,4.38,clear sky
445,Aleksandrovskoye,RU,44.7142,43.0008,50.14,94,86,4.54,overcast clouds
446,Kukmor,RU,56.1855,50.8944,36.01,84,100,12.84,light rain
447,Ashtian,IR,34.5217,50.0019,34.47,64,6,2.21,clear sky
448,Norwich,GB,52.6278,1.2983,40.24,93,97,5.75,overcast clouds
449,Sampit,ID,-2.5333,112.95,77.54,91,100,1.7,overcast clouds
450,Nampula,MZ,-15.1165,39.2666,78.91,59,5,5.73,clear sky
451,Zhanakorgan,KZ,43.9098,67.2495,43.93,16,36,3.85,scattered clouds
452,Paita,PE,-5.0892,-81.1144,63.88,84,17,10.22,few clouds
453,Gorontalo,ID,0.5412,123.0595,85.01,82,92,2.26,overcast clouds
454,Bima,ID,-8.4667,118.7167,90.32,59,56,4.23,broken clouds
455,Corumba,BR,-19.0092,-57.6533,69.57,76,88,3.67,overcast clouds
456,Daru,PG,-9.0763,143.2092,86.23,69,40,10.42,scattered clouds
457,Cam Ranh,VN,11.9214,109.1591,82.36,83,40,8.05,scattered clouds
458,Yerbogachen,RU,61.2767,108.0108,28.92,89,100,12.62,overcast clouds
459,Biak,ID,-0.9131,122.8766,83.8,74,85,2.46,overcast clouds
460,Cascais,PT,38.6979,-9.4215,54.05,61,41,5.01,scattered clouds
461,Riyadh,SA,24.6877,46.7219,66.34,23,34,4.63,scattered clouds
462,Kozhva,RU,65.1073,57.0459,25.77,94,100,4.81,light snow
463,Bonavista,CA,48.6499,-53.1147,48.11,86,75,11.43,broken clouds
464,Mpulungu,ZM,-8.7623,31.1141,81.7,40,81,2.37,broken clouds
465,Nguruka,TZ,-5.1092,31.0419,73.27,35,91,4.27,overcast clouds
466,Mayya,RU,61.7333,130.2811,16.92,91,100,6.15,overcast clouds
467,Carauari,BR,-4.8828,-66.8958,72.36,99,80,1.92,broken clouds
468,Navolato,MX,24.7672,-107.6944,75.38,78,5,3.02,clear sky
469,Atasu,KZ,48.6814,71.6433,36.46,24,1,4.34,clear sky
470,Erzin,TR,36.9559,36.2,52.32,29,19,4.81,few clouds
471,Bobo Dioulasso,BF,11.1771,-4.2979,75.65,83,0,6.91,clear sky
472,Kommunar,RU,59.6206,30.39,37.51,98,100,13.09,light rain
473,Mount Pleasant,US,32.7941,-79.8626,52.02,68,1,3.0,clear sky
474,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,66,75,10.0,broken clouds
475,Novyy Urgal,RU,51.0736,132.5642,22.37,52,68,2.77,broken clouds
476,Solnechnyy,RU,50.7214,136.6319,27.36,50,84,3.67,broken clouds
477,South Sioux City,US,42.4739,-96.4136,48.2,89,1,3.44,clear sky
478,Wattegama,LK,6.7989,81.4808,81.52,69,99,3.71,overcast clouds
479,Laguna,US,38.421,-121.4238,52.3,77,1,0.0,clear sky
480,Jiuquan,CN,39.7432,98.5174,34.03,17,5,1.9,clear sky
481,Impfondo,CG,1.6381,18.0667,71.26,96,100,0.63,light rain
482,Poum,NC,-20.2333,164.0167,76.5,77,94,13.89,overcast clouds
483,Bertoua,CM,4.5833,13.6833,66.92,98,100,0.83,overcast clouds
484,Zavyalovo,RU,54.5053,82.4484,33.26,67,100,24.36,overcast clouds
485,Tomatlan,MX,19.9333,-105.25,72.7,93,16,3.15,few clouds
486,Chingirlau,KZ,51.095,54.0814,38.88,71,89,8.23,overcast clouds
487,Nikki,BJ,9.9401,3.2108,73.11,67,68,3.94,broken clouds
488,Maraa,BR,-1.8333,-65.3667,72.77,99,84,2.15,broken clouds
489,Pareora,NZ,-44.4871,171.2132,60.89,82,28,6.98,scattered clouds
490,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,13.8,few clouds
491,Palu,ID,-0.8917,119.8707,87.15,76,98,3.09,overcast clouds
492,Pontian Kecil,MY,1.4801,103.3899,84.97,77,99,0.47,heavy intensity rain
493,Bilibino,RU,68.0546,166.4372,-6.41,100,60,4.41,broken clouds
494,Tretten,NO,61.3142,10.3007,30.79,98,100,2.33,overcast clouds
495,Arlit,NE,18.7369,7.3853,74.46,15,56,6.82,broken clouds
496,Tecoanapa,MX,16.5167,-98.75,76.37,83,53,4.18,broken clouds
497,Bundaberg,AU,-24.85,152.35,79.09,78,75,21.85,broken clouds
498,Krasnoselkup,RU,65.7,82.4667,32.94,98,100,21.12,light snow
499,Olden,NO,61.8364,6.8064,36.27,83,98,5.35,overcast clouds
500,Ukiah,US,39.1502,-123.2078,48.99,83,1,3.44,clear sky
501,Omboue,GA,-1.5746,9.2618,75.51,93,100,3.65,moderate rain
502,Ndioum,SN,16.5129,-14.6471,78.98,24,38,8.61,scattered clouds
503,Rosignol,GY,6.2833,-57.5333,76.06,88,99,5.17,overcast clouds
504,Bagdarin,RU,54.4333,113.6,20.77,63,100,2.57,overcast clouds
505,Bujumbura,BI,-3.3822,29.3644,79.97,46,91,4.72,overcast clouds
506,Patnagarh,IN,20.7167,83.15,79.68,39,42,5.35,scattered clouds
507,Kysyl-Syr,RU,63.8986,122.7617,24.13,95,100,7.96,light snow
508,Malmesbury,ZA,-33.4608,18.7271,62.78,62,85,8.55,overcast clouds
509,Shalyhyne,UA,51.5717,34.1217,43.45,87,100,13.09,overcast clouds
510,Broken Hill,AU,-31.95,141.4333,71.31,35,100,6.91,overcast clouds
511,Tayu,ID,-6.5397,111.0518,87.91,61,100,6.4,overcast clouds
512,Sable-Sur-Sarthe,FR,47.8376,-0.3329,39.96,92,16,4.29,few clouds
513,Guerrero Negro,MX,27.9769,-114.0611,64.65,84,100,7.83,overcast clouds
514,Sabha,LY,27.0377,14.4283,66.31,32,71,11.72,broken clouds
515,Antigonish,CA,45.6169,-61.9986,45.82,92,30,6.15,scattered clouds
516,Thap Than,TH,15.4606,99.8917,83.62,66,89,12.12,overcast clouds
517,Acapulco,MX,16.8634,-99.8901,77.13,82,32,3.83,scattered clouds
518,Sirjan,IR,29.452,55.6814,55.29,48,9,4.16,clear sky
519,Nouadhibou,MR,20.931,-17.0347,62.58,72,0,14.97,clear sky
520,Suntar,RU,62.1444,117.6319,29.39,94,100,8.93,overcast clouds
521,Sao Joao Do Piaui,BR,-8.3581,-42.2467,75.06,87,100,0.67,light rain
522,Orlik,RU,52.5178,99.825,25.56,67,93,2.75,overcast clouds
523,Yar-Sale,RU,66.8333,70.8333,16.0,93,97,8.16,overcast clouds
524,Vrangel,RU,42.7297,133.0839,49.55,90,100,32.06,moderate rain
525,Aripuana,BR,-9.1667,-60.6333,71.69,99,88,2.04,light rain
526,Mahina,PF,-17.5065,-149.489,78.57,78,20,11.5,few clouds
527,Pacific Grove,US,36.6177,-121.9166,53.96,81,1,1.01,clear sky
528,Larreynaga,NI,12.6769,-86.5719,72.72,81,91,2.35,overcast clouds
529,Yayva,RU,59.3303,57.2641,36.18,84,98,8.19,overcast clouds
530,Mazyr,BY,52.0495,29.2456,44.83,80,100,14.29,overcast clouds
531,Morondava,MG,-20.2833,44.2833,84.94,63,2,4.61,clear sky
532,Chipata,ZM,-13.6333,32.65,84.81,23,69,8.28,broken clouds
533,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,83,40,17.78,scattered clouds
534,Kontagora,NG,10.3999,5.4695,72.99,42,97,1.5,overcast clouds
535,Inta,RU,66.0317,60.1659,20.93,95,99,6.35,overcast clouds
536,Saqqez,IR,36.2499,46.2735,44.35,20,0,2.68,clear sky
537,Bridlington,GB,54.0831,-0.1919,42.28,80,97,5.7,overcast clouds
538,Oranjemund,NA,-28.55,16.4333,61.38,71,26,8.75,scattered clouds
539,Lere,NG,10.387,8.5726,68.27,41,73,1.52,broken clouds
540,Athens,GR,37.9795,23.7162,63.16,89,40,3.0,scattered clouds
541,Vestmannaeyjar,IS,63.4427,-20.2734,44.98,83,92,28.95,overcast clouds
542,Dire,ML,12.2833,-10.9667,74.75,68,7,1.9,clear sky
543,Coxim,BR,-18.5067,-54.76,74.35,89,43,1.34,scattered clouds
544,Antalaha,MG,-14.9003,50.2788,81.81,69,76,9.73,light rain
545,Sovetskiy,RU,61.3614,63.5842,32.63,77,87,10.69,overcast clouds
546,Balakhta,RU,55.38,91.6,35.62,67,93,14.76,overcast clouds
547,Darnah,LY,32.767,22.6367,66.25,79,86,9.82,overcast clouds
548,Katsuura,JP,35.1333,140.3,69.84,61,65,16.82,broken clouds
549,Santiago,CL,-33.4569,-70.6483,64.85,51,20,2.3,few clouds
550,Puerto Gaitan,CO,4.3133,-72.0816,75.34,86,100,3.98,overcast clouds
551,Maturin,VE,9.75,-63.1767,71.69,98,45,3.6,scattered clouds
552,Bam,IR,29.106,58.357,60.03,30,4,7.02,clear sky
553,Puerto Escondido,MX,15.85,-97.0667,77.59,78,79,3.71,broken clouds
554,Atambua,ID,-9.1061,124.8925,84.22,68,80,3.51,broken clouds
555,Iberia,US,29.9502,-91.7507,52.99,100,1,3.44,clear sky
556,Port Said,EG,31.2565,32.2841,73.38,88,0,8.05,clear sky
557,Hachinohe,JP,40.5,141.5,62.04,73,67,7.87,broken clouds
558,Roma,US,43.2128,-75.4557,43.88,86,1,0.0,clear sky
559,Byron Bay,AU,-28.65,153.6167,80.06,74,100,4.43,overcast clouds
560,Haian,CN,32.5436,120.45,51.01,37,2,18.34,clear sky
561,Pemangkat,ID,1.1667,108.9667,85.08,67,58,9.57,broken clouds
562,Kashi,CN,39.4547,75.9797,38.41,32,12,2.24,dust
563,Axim,GH,4.8699,-2.2405,78.21,88,99,6.13,overcast clouds
564,Itoman,JP,26.1247,127.6694,72.37,92,75,9.22,broken clouds
565,Alofi,NU,-19.0595,-169.9187,76.89,83,90,10.36,overcast clouds
566,Albina,SR,5.5,-54.05,73.26,99,100,1.05,overcast clouds
567,Porterville,US,36.0652,-119.0168,58.51,82,90,3.44,overcast clouds
568,Sumter,US,28.7086,-82.0831,58.95,89,0,6.4,clear sky
569,Kibala,TD,9.1104,18.3463,75.15,88,0,0.0,clear sky
570,Kouvola,FI,60.8667,26.7,32.32,96,75,10.36,light shower snow
571,Santa Rosa,PH,14.3122,121.1114,90.1,70,73,12.8,broken clouds
572,Pecos,US,31.4229,-103.4932,64.31,54,1,5.75,clear sky
573,Balakhninskiy,RU,58.0106,114.2769,27.28,88,100,7.29,light snow
574,Thinadhoo,MV,0.5333,72.9333,83.37,66,95,16.24,overcast clouds
575,Chany,RU,55.3121,76.7647,33.87,59,76,19.64,broken clouds
576,Flinders,AU,-34.5833,150.8552,72.81,81,36,5.01,scattered clouds
577,Ust-Omchug,RU,61.15,149.6333,-1.5,100,99,4.76,overcast clouds
578,Bowling Green,US,36.9903,-86.4436,41.74,87,1,0.0,clear sky
579,Copparo,IT,44.893,11.8249,50.0,80,37,3.69,scattered clouds
580,Gobabis,NA,-22.45,18.9667,70.38,18,99,18.07,overcast clouds
581,Tsabong,BW,-26.0217,22.401,72.28,23,96,21.94,overcast clouds
582,Boone,US,39.0334,-92.3335,56.86,77,2,4.0,clear sky
583,Cartagena Del Chaira,CO,1.3349,-74.8429,71.74,99,99,1.59,overcast clouds
584,Opochka,RU,56.7105,28.6617,43.68,84,100,12.57,overcast clouds
585,Borogontsy,RU,62.6683,131.1683,8.22,94,100,8.43,overcast clouds
586,Xai-Xai,MZ,-25.0519,33.6442,83.16,47,83,5.5,broken clouds
587,Buchanan,LR,5.8808,-10.0467,76.96,87,23,0.96,few clouds
588,Roros,NO,62.5747,11.3842,24.64,86,75,5.75,broken clouds
589,Moron,AR,-34.6534,-58.6198,64.96,83,0,3.74,clear sky
590,Kalmunai,LK,7.4167,81.8167,83.53,68,99,4.27,overcast clouds
591,Novoagansk,RU,61.9449,76.6625,32.59,98,100,11.81,light snow
592,Tessalit,ML,20.1986,1.0114,75.42,23,55,4.61,broken clouds
593,Kiama,AU,-34.6833,150.8667,73.0,82,39,9.55,scattered clouds
594,Jinxiang,CN,27.4327,120.6062,61.09,55,34,15.3,scattered clouds
595,Narsaq,GL,60.9167,-46.05,30.42,84,100,3.22,overcast clouds
596,Hualmay,PE,-11.0964,-77.6139,63.12,86,98,6.78,overcast clouds
597,Roquetas De Mar,ES,36.7642,-2.6148,52.61,41,0,3.87,clear sky
598,Bardiyah,LY,31.7561,25.0865,67.1,80,7,3.83,clear sky
599,Lethem,GY,3.3803,-59.7968,76.17,87,99,9.82,overcast clouds
600,Kieta,PG,-6.2167,155.6333,84.43,60,17,4.83,few clouds
601,Kropotkin,RU,45.4375,40.5756,55.08,80,99,7.14,overcast clouds
602,Kandrian,PG,-6.2167,149.55,83.26,78,91,8.66,light rain
603,Natal,BR,-5.795,-35.2094,79.02,83,40,5.75,scattered clouds
604,Soyo,AO,-6.1349,12.3689,78.85,83,98,5.59,overcast clouds
605,Paraguacu Paulista,BR,-22.4128,-50.5758,67.08,75,63,10.71,broken clouds
606,Harwich,GB,51.9419,1.2844,42.35,88,98,5.99,overcast clouds
607,Mahajanga,MG,-15.7167,46.3167,86.02,42,20,17.27,few clouds
608,Bambanglipuro,ID,-7.95,110.2833,82.85,75,100,6.91,overcast clouds
609,Semnan,IR,35.5729,53.3971,49.66,50,4,2.46,clear sky
610,Severomorsk,RU,69.0689,33.4162,21.6,88,90,6.8,overcast clouds
611,Amarante Do Maranhao,BR,-5.5667,-46.7422,69.85,91,87,2.21,overcast clouds
612,Antofagasta,CL,-23.65,-70.4,60.08,79,29,4.47,scattered clouds
613,Warren,US,39.4334,-84.1666,48.29,72,1,3.44,clear sky
614,Mackay,AU,-21.15,149.2,85.98,62,40,20.71,scattered clouds
615,Murgab,TM,37.4966,61.9714,46.27,53,75,0.0,haze
616,Rodino,RU,52.5,80.25,33.51,59,97,16.35,overcast clouds
617,Sisimiut,GL,66.9395,-53.6735,14.77,86,93,8.75,overcast clouds
618,Orcopampa,PE,-15.2661,-72.3417,47.5,38,90,1.21,overcast clouds
619,Chepareria,KE,1.3077,35.2039,69.35,64,78,2.62,broken clouds
620,Cascavel,BR,-24.9558,-53.4553,63.84,93,3,3.27,clear sky
621,Korla,CN,41.7597,86.1469,34.72,20,0,6.35,clear sky
622,Sechura,PE,-5.5569,-80.8222,64.33,80,36,8.81,scattered clouds
623,Tancitaro,MX,19.3333,-102.3667,52.92,63,59,4.65,broken clouds
624,Shangrao,CN,28.4532,117.9686,52.36,60,64,5.14,broken clouds
625,Black River,JM,18.0264,-77.8487,77.0,87,49,4.07,scattered clouds
626,Redlands,US,34.0556,-117.1825,66.54,65,1,0.0,haze
627,Zlobin,HR,45.2924,14.6541,47.5,79,75,10.36,broken clouds
628,Chicama,PE,-7.8447,-79.1469,63.43,86,83,4.34,broken clouds
629,Primorsk,UA,46.7348,36.3443,53.28,86,62,7.94,broken clouds
630,Bourail,NC,-21.5667,165.4833,77.04,62,96,6.6,overcast clouds
631,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,60,75,10.36,broken clouds
632,Quesnel,CA,52.9999,-122.5029,34.3,75,75,6.91,broken clouds
633,Shimoda,JP,34.6667,138.95,68.36,61,65,20.71,broken clouds
634,Praia,CV,14.9215,-23.5087,75.74,73,40,11.5,scattered clouds
635,Katobu,ID,-4.9408,122.5276,89.29,60,100,0.83,overcast clouds
636,Nalut,LY,30.3333,10.85,63.52,48,90,3.67,overcast clouds
637,Buraydah,SA,26.326,43.975,63.05,19,0,7.94,clear sky
638,Ola,RU,59.5833,151.2833,22.23,80,100,8.32,overcast clouds
639,Ambilobe,MG,-13.2,49.05,92.48,39,18,4.88,few clouds
640,Maldonado,UY,-34.6667,-54.9167,53.22,91,2,4.12,clear sky
641,Puerto Ayacucho,VE,5.6639,-67.6236,75.2,90,99,2.93,overcast clouds
642,Tutoia,BR,-2.7619,-42.2744,74.41,88,100,4.79,overcast clouds
643,Sheridan,US,44.8333,-106.9173,42.98,67,90,3.44,overcast clouds
644,Abha,SA,18.2164,42.5053,61.05,36,0,0.0,clear sky
645,Zhelyabovka,UA,45.3988,34.7578,55.9,71,75,0.94,broken clouds
646,Barcelos,PT,41.5388,-8.6151,54.68,59,92,4.68,overcast clouds
647,Yining,CN,29.0361,114.5636,55.08,31,60,3.6,broken clouds
648,Uricani,RO,45.3373,23.1524,49.96,80,72,3.13,broken clouds
649,Aksay,RU,47.26,39.87,43.38,68,97,5.23,overcast clouds
650,Yuancheng,CN,36.652,107.7896,33.94,32,0,12.8,clear sky
651,Luwuk,ID,-0.9516,122.7875,85.71,75,91,3.18,overcast clouds
652,Hun,LY,29.1268,15.9477,68.7,31,99,8.52,overcast clouds
653,Garowe,SO,8.4054,48.4845,77.13,52,27,10.02,scattered clouds
654,Akureyri,IS,65.6835,-18.0878,31.93,100,90,5.75,light snow
655,Ossora,RU,59.2353,163.0719,28.33,96,100,3.42,snow
656,Batangafo,CF,7.3008,18.2833,74.23,83,100,4.41,overcast clouds
657,Rio Grande,BR,-32.035,-52.0986,50.95,79,2,2.89,clear sky
658,Allapalli,IN,19.4167,80.0667,83.75,32,41,4.34,scattered clouds
659,Aljezur,PT,37.3191,-8.8033,44.64,56,3,7.16,clear sky
660,Khandbari,NP,27.3747,87.2039,72.34,56,61,4.7,broken clouds
661,Tezu,IN,27.9167,96.1667,82.18,29,0,3.67,clear sky
662,Namatanai,PG,-3.6667,152.4333,85.03,63,84,12.03,broken clouds
663,Kholodnyy,RU,62.7167,147.95,-2.96,97,100,3.13,overcast clouds
664,Opuwo,NA,-18.0607,13.84,74.89,25,63,1.16,broken clouds
665,Blagoyevo,RU,63.3667,47.9167,24.84,94,68,3.2,broken clouds
666,Aranos,NA,-24.1333,19.1167,66.52,18,56,17.78,broken clouds
667,Alterosa,BR,-21.2492,-46.1431,64.81,95,26,4.5,scattered clouds
668,Kinablangan,PH,7.6947,126.5503,85.19,72,9,6.33,clear sky
669,Upington,ZA,-28.4478,21.2561,62.98,39,75,20.71,broken clouds
670,Nuoro,IT,40.3211,9.3297,49.19,84,88,2.73,overcast clouds
671,Aykhal,RU,66.0,111.5,20.89,93,98,18.77,overcast clouds
672,Chalchihuites,MX,23.4833,-103.8833,52.65,41,7,3.89,clear sky
673,Pochutla,MX,15.7432,-96.4661,76.82,75,67,4.34,broken clouds
674,Felipe Carrillo Puerto,MX,19.5833,-88.05,63.5,92,34,3.02,scattered clouds
675,Nyimba,ZM,-14.5566,30.8149,90.25,19,67,3.89,broken clouds
676,Rio Brilhante,BR,-21.8019,-54.5464,71.1,89,11,4.25,few clouds
677,Pontianak,ID,-0.0333,109.3333,87.78,66,75,4.61,broken clouds
678,Muravlenko,RU,63.7898,74.523,30.85,96,99,15.88,overcast clouds
679,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,60,75,11.18,broken clouds
680,Codrington,AU,-38.2667,141.9667,58.64,60,62,11.18,broken clouds
681,Pascagoula,US,30.3658,-88.5561,50.02,92,1,0.0,clear sky
682,Galle,LK,6.0367,80.217,77.92,87,100,19.48,overcast clouds
683,Male,MV,4.1748,73.5089,85.95,79,75,13.8,broken clouds
684,Kalmar,SE,56.6616,16.3616,39.96,91,40,11.5,scattered clouds
685,Madimba,TZ,-10.4,40.3333,81.72,74,20,11.5,few clouds
686,Barra Do Garcas,BR,-15.89,-52.2567,73.47,89,100,1.52,light rain
687,San Pedro,PH,14.35,121.0167,89.35,69,75,5.75,broken clouds
688,Aktau,KZ,43.65,51.2,39.78,61,99,13.42,overcast clouds
689,Ostrovnoy,RU,68.0531,39.5131,19.63,96,99,11.23,light snow
690,Adra,ES,36.7496,-3.0206,52.45,32,0,5.37,clear sky
691,Tupik,RU,54.4253,119.9327,23.43,48,11,4.99,few clouds
692,Alice Springs,AU,-23.7,133.8833,67.21,89,90,4.0,overcast clouds
